X,Y,Name,Description
124.6068799,11.0079107,Mabini Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.5852184,12.0681953,Calbayog City Sports Center,Town/City: Calbayog<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: 
124.6088916,11.0050119,Magaswe Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.6088916,11.0050119,Mahayag Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.6088916,11.0050119,Manlilinao Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.5297664,11.0181471,Margen Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.5534423,11.1348976,Matica-a Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.6088916,11.0050119,Mas-In Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.6088916,11.0050119,Milagro Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.990277,11.252569,Anibong Elementary School,"Town/City: Tacloban City<br>Number of Families: 499<br>Number of Individuals Affected: 2495<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): Open<br>Last Updated: Dec 4, 2014 8:00:00 AM PST"
124.613462,11.0016707,Can-Adieng Barangay Hall,Town/City: Ormoc<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: Brgy Hall<br>Status of Center (Open/Closed): <br>Last Updated: 
124.986771300000015,11.2400049,Tacloban New Bus Terminal,Town/City: Tacloban City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: 
124.883480100000014,11.7850223,Libas Primary School,"Town/City: Catbalogan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 2014 8:00:00 AM PST"
125.007553,11.195768,Marasbaras National High School,"Town/City: Tacloban City<br>Number of Families: 25<br>Number of Individuals Affected: 114<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): Open<br>Last Updated: Dec 4, 2014 8:00:00 AM PST"
124.593285,11.0298,Bagong Elementary School,Town/City: Brgy Bagong/Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
125.038833600000018,11.9336998,Lobo Primary School,"Town/City: Catbalogan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 2014 8:00:00 AM PST"
124.6222544,10.9909809,Bantigue Elementary School,Town/City: Ormoc<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.618492,10.995852,Camp Downes Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.538097400000012,11.0003438,SAN JUAN ELEMENTARY SCHOOL,Town/City: Ormoc<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.6088916,11.0050119,Patag Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.6683213,11.0065653,Quezon Jr Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 1914 8:00:00 AM PST"
124.644503,10.964555,San Antonio Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.594302,11.026853,San Isidro Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.883331,11.783333,Cabugawan Elementary School,Town/City: Catbalogan City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.6088969,11.0050198,San Vicente Elementary School,"Town/City: Ormoc City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 2014 8:00:00 AM PST"
124.883331,11.783333,Cagudalo Primary School,Town/City: Catbalogan City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.593708100000015,11.0742107,Juaton Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.555607,11.075773,Labrador Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.701634,11.071297,Lake Danao Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.883327199999982,11.7833786,Madalunot Primary School,"Town/City: Catbalogan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 2, 2014 8:00:00 AM PST"
124.605812,11.005584,Luna Primary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.638723,11.113517,Nueva Vista Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.6088916,11.0050119,Monterico Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.5371693,11.0712004,Sabang Bao Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.5381296,11.0001963,San Juan Elementary School,"Town/City: Ormoc City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.884762199999983,11.7717571,Samar National School,"Town/City: Catbalogan City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.8833299,11.7833628,San Andres Elementary School,"Town/City: Catbalogan City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.8833299,11.7833628,Salug Elementary School,"Town/City: Catbalogan City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.8833326,11.7833418,Totoringon Primary School,"Town/City: Catbalogan City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.8833299,11.7833628,Socorro Elementary School,"Town/City: Catbalogan City <br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 1914 8:00:00 AM PST"
124.5933858,11.0326743,Bagong Buhay Covered Court,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: 
124.65669130000002,10.9799379,Can-untog Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.647392,11.1242968,Tongonan Elementary School,Town/City: Ormoc City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.8833326,11.7833208,Albalate Elem. School,"Town/City: Catbalogan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.897095,11.794191,Bangon Primary School,"Town/City: Catbalogan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.614304,11.002556,Concepcion Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.596730500000021,11.0652856,Dayhagan Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.648754100000019,10.9991019,Don Carlos Revilla (Borok) Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.562296700000019,11.1213437,Kadaohan Elementary School,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.5500552,11.0420631,Lilo-an Covered Court,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: 
124.6527822,10.9584395,Macabug Covered Court,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: 
124.85019920000002,11.2051165,Alangalang National High School,"Town/City: Alang-alang<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.849115600000019,11.2081527,M. Casuas Elementary School,"Town/City: Alang-alang<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.90303870000001,11.0610212,St. Joseph High School Gymn,"Town/City: Dagami<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.584319100000016,11.0237658,Tambulilid Covered Court,Town/City: Ormoc City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: 
124.840004,11.824012,Samar College,"Town/City: Catbalogan City<br>Number of Families: 228<br>Number of Individuals Affected: 1211<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): Open<br>Last Updated: Dec 5, 2014 8:00:00 AM PST"
125.5083919,11.475882,Balangakayan Central Elementary,"Town/City: Balangkayan<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.416359899999989,11.4584697,Bangon Primary School,"Town/City: Balangkayan<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.4975343,11.4338846,Guinpoliran Elementary School,"Town/City: Balangkayan<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.5169749,11.4432909,Maramag Elementary School,"Town/City: Balangkayan<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.514405400000015,11.4426074,Maramag Barangay Hall,"Town/City: Balangkayan<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: Brgy Hall<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.4382789,11.603182,Eastern Samar Provincial Capitol,"Town/City: Borongan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: City Hall<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.4323137,11.6081109,Borongan City Hall,"Town/City: Borongan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: City Hall<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.432592600000021,11.6071861,Borongan City Cathedral,"Town/City: Borongan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: Church<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.439502,11.597801,Bato Elementary School,"Town/City: Borongan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.434234100000012,11.602688,Taboc Elementary School,"Town/City: Borongan City<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.4345882,11.6193768,Borongan Doctors Hospital,"Town/City: Borongan<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: Hospital<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.4406232,12.1406256,Oras Municipal Gym,"Town/City: Oras<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: <br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.4423451,12.1413756,Oras East Elementary School,"Town/City: Oras<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.436830500000013,12.1440817,Oras District Hospital,"Town/City: Oras<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: Hospital<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.4401565,12.1407987,Oras Municipal Hall,"Town/City: Oras<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: City Hall<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.440414,12.1403503,TESDA,"Town/City: Oras<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: Government Building<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.2361155,12.2881526,Jipapad Central Elementary School,"Town/City: Jipapad<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
125.23487630000001,12.2861766,Jipapad Municipal Hall,"Town/City: Jipapad<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: City Hall<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.2839098,12.5002851,Allen Central Elementary School,"Town/City: Allen<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.2866242,12.5024481,Allen National High School,"Town/City: Allen<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.282831499999986,12.5013483,Allen Catholic Church,"Town/City: Allen<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: Church<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.285959,12.499091,Iglesia ni Cristo Lokal ng Allen,"Town/City: Allen<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: Church<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
124.3629599,12.6810378,Biri Municipal Hall,"Town/City: Biri<br>Number of Families: 0<br>Number of Individuals Affected: 0<br>Capacity: <br>Category: City Hall<br>Status of Center (Open/Closed): <br>Last Updated: Dec 3, 2014 8:00:00 AM PST"
123.2010913,13.621448,Concepcion Pequeña Church,Town/City: Naga City <br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: Church<br>Status of Center (Open/Closed): <br>Last Updated: 
124.90203870000002,11.6893369,Basiao Elementary School,Town/City: Catbalogan City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.6828052,11.819167,Cagutsan Elementary School,Town/City: Catbalogan City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
124.829239,11.810395,Catbalogan I Central School,Town/City: Catbalogan City<br>Number of Families: <br>Number of Individuals Affected: <br>Capacity: <br>Category: School<br>Status of Center (Open/Closed): <br>Last Updated: 
